id,artist,md5,phash,width,height,mimetype,rating,split,path
5251376,moko_eaka,242361c9887a0551035458e5c404c238,16961463456544514574,2340.0,3470.0,image/jpeg,general,train,curated\train\5251376.png
5251280,merpperoni,34acc8e99b55dd57eefc74184626d0d4,17145212234351821287,1576.0,2048.0,image/jpeg,general,train,curated\train\5251280.png
5251270,merpperoni,41703da3f1904db9776a341b7cff19d0,10172936149301660705,3283.0,3853.0,image/jpeg,general,train,curated\train\5251270.png
5299700,kyoukyan,991fe4f2c9a5cf89ede77102164cb602,12725236067340308071,3122.0,3700.0,image/jpeg,general,train,curated\train\5299700.png
5299691,kyoukyan,1a860d0e5632179b83d0940b406c3d38,13265500876407563896,3095.0,2371.0,image/jpeg,general,train,curated\train\5299691.png
5299682,kyoukyan,849648fd474294e10ae2b3966f66ebbe,16529786898993287322,2800.0,3700.0,image/jpeg,general,train,curated\train\5299682.png
5298971,kyoukyan,759a90ad78dae873323f17b0b50b5e23,12669516607138665860,1653.0,2581.0,image/jpeg,general,train,curated\train\5298971.png
5261031,bypos,4cab9e100c2e66cc8149125ad72b69c7,16056187456883102436,2000.0,2588.0,image/png,general,train,curated\train\5261031.png
5246676,ugatsu_matsuki,efb1e2923a8fe7f59d1db69bc8a95e4b,10489333891383921006,852.0,1200.0,image/jpeg,general,train,curated\train\5246676.png
5348171,gareki_sh,d53389cafad23d7c5f673fec940e510a,15962623756268249243,900.0,609.0,image/png,general,train,curated\train\5348171.png
5280752,soungruan_mian_mao,81e17a883f117d90109f47545ecedeb6,11297956860680802665,1487.0,1788.0,image/jpeg,general,train,curated\train\5280752.png
5338818,asaikeu,be8c50d6d81d9bc8c08f2dc52624b83c,12516678288813550750,1548.0,2400.0,image/png,general,train,curated\train\5338818.png
5242629,ochopante,9f33bc2ff1faef03628b2077a650653a,16913201952151159612,1080.0,1079.0,image/jpeg,general,train,curated\train\5242629.png
5242617,ochopante,6b22f4caee058cf3814a42e42e2434d0,13926246117072406232,1080.0,1352.0,image/jpeg,general,train,curated\train\5242617.png
5332107,jan_(lightdragoon),04f0ca29584231d62c06b1e5368d47a9,13946717666825149991,3116.0,4414.0,image/jpeg,general,train,curated\train\5332107.png
5313621,after0217,06ce7c6cfdbaf69ce34b53eb08f774fd,16279184882656451685,2480.0,3306.0,image/jpeg,general,train,curated\train\5313621.png
5259767,after0217,729c133430d34c83fc46d370387782fd,16602188083732444007,2480.0,3306.0,image/jpeg,general,train,curated\train\5259767.png
5236786,niqiusama,2053ced115cede2b0a0e982fe7de0641,9618744750800064993,960.0,960.0,image/jpeg,general,train,curated\train\5236786.png
5344588,simonsoys,d34d3bae1599dbf1bab1e40bff085c61,12474557304277327943,693.0,1063.0,image/png,safe,train,curated\train\5344588.png
5344587,simonsoys,9bfae5f55b1850b28cab6b11fa35f05f,13695386211883508938,678.0,999.0,image/png,safe,train,curated\train\5344587.png
5323924,habanero_art,f399159bbc65690553d0086aebba97df,16947437264243170150,946.0,1200.0,image/jpeg,general,train,curated\train\5323924.png
5264929,habanero_art,74a4994bc55e2f7f6a137da3bd06fe02,13344559190712289223,780.0,1035.0,image/jpeg,general,train,curated\train\5264929.png
5310302,kujou_mikuru,68fd152ff69d81e0340970a7e9abb85e,15573252023534739749,850.0,1200.0,image/jpeg,general,train,curated\train\5310302.png
5348861,zono_(inokura_syuzo029),5768f43facc38306b233fbfae6741a6b,12604247987487010181,1668.0,2307.0,image/jpeg,general,train,curated\train\5348861.png
5296053,zono_(inokura_syuzo029),c6ea7b56ce50ae4669a06ea8601504c2,13491872753115431793,3198.0,5846.0,image/jpeg,general,train,curated\train\5296053.png
5293260,zono_(inokura_syuzo029),4a9a66ac463bf5158344e6e4253f19e3,18054141244364082458,3354.0,5731.0,image/jpeg,general,train,curated\train\5293260.png
5278304,zono_(inokura_syuzo029),c35ec848f189d30c03a1f961807e1baf,17268000308503204682,2480.0,3508.0,image/jpeg,general,train,curated\train\5278304.png
5340372,risingsmoke,41db8d669e2f58a24d2110ec292ce315,14712468136478320182,1024.0,1216.0,image/jpeg,safe,train,curated\train\5340372.png
5340371,risingsmoke,db9af871346f9fbb2bc1cab623bcc997,13991610593287303979,1024.0,1011.0,image/jpeg,safe,train,curated\train\5340371.png
5340370,risingsmoke,7428202e12553345816b0154f6fb5036,13601544410970791705,1024.0,1378.0,image/png,safe,train,curated\train\5340370.png
5325979,chikotam,be76a22f2608458bfa2e5c2dda69ecc7,12036598152400735625,1920.0,1200.0,image/jpeg,general,train,curated\train\5325979.png
5323781,chikotam,49ac03df59440b8f70122b6d436d700b,16901378494676034506,2457.0,3486.0,image/png,general,train,curated\train\5323781.png
5247844,bluedoggie,a341d63ddbbaac3b63b8068d3c97e7c4,13453731456980673547,2328.0,3204.0,image/jpeg,general,train,curated\train\5247844.png
5311312,izuru_(timbermetal),5f50c33d0681f49c8401c24b60f61b9f,17177205771182445205,4000.0,4000.0,image/jpeg,general,train,curated\train\5311312.png
5350619,haru_(haruxxe),6e73216acfcf072b54941decf1d73ff8,16820137170057826281,1800.0,2541.0,image/jpeg,general,train,curated\train\5350619.png
5323496,haru_(haruxxe),272c56799e29bbfc865a54b51d56148e,16396841440533242014,1800.0,2304.0,image/jpeg,general,train,curated\train\5323496.png
5305415,haru_(haruxxe),149d44f66c6934fa17857060ecc37c40,18100022780768805733,1800.0,2500.0,image/jpeg,general,train,curated\train\5305415.png
5291059,haru_(haruxxe),35efc3a4fa401137f7e1f66433918dd4,13028183857574505594,1500.0,2063.0,image/jpeg,general,train,curated\train\5291059.png
5276925,haru_(haruxxe),c04e23a03eaad6079f7d31d37fcc2571,15772236075769263152,1800.0,2225.0,image/jpeg,general,train,curated\train\5276925.png
5243981,haru_(haruxxe),055191d552311e47bfd4d10e225abbc2,13184406874774885572,1800.0,2361.0,image/jpeg,general,train,curated\train\5243981.png
5336140,kirigakure_(kirigakure_tantei_jimusho),c4a90817d6e9694c5e3c5cf66a7f555a,14967107650125335196,1480.0,2071.0,image/jpeg,general,train,curated\train\5336140.png
5284228,kirigakure_(kirigakure_tantei_jimusho),e43aac5e71384c704781195031c64f2c,17932071638552747716,1480.0,2071.0,image/jpeg,general,train,curated\train\5284228.png
5337788,sofo_soup,774bf3b012eca9fb42d7641bf0a67464,15579281844543742131,2048.0,1536.0,image/jpeg,general,train,curated\train\5337788.png
5275365,aruka_(alka_p1),6816365ec5f9abe12d613c6904e4147c,16988014530620319411,1332.0,1864.0,image/jpeg,general,train,curated\train\5275365.png
5242516,tawagoto-concerto,a5e2533e235c0f7df03a9cc3af097c43,15912839080961432649,1482.0,2048.0,image/jpeg,general,train,curated\train\5242516.png
5257889,curryuku,8819672165b4646c4744ed5d2a1df3c8,17001249645240411406,1400.0,2011.0,image/jpeg,general,train,curated\train\5257889.png
5302625,ayame_iro_(toumei_dolce),1960d006ed6125107890b01e8960b327,16901835450080481168,1443.0,2048.0,image/jpeg,general,train,curated\train\5302625.png
5268055,ayame_iro_(toumei_dolce),1ed24e9be3dc8b739d4e0c98543f8ef2,17105282781051907297,1117.0,2048.0,image/jpeg,general,train,curated\train\5268055.png
5254340,ayame_iro_(toumei_dolce),77b1fb66d8c4e08927d8eb815ea0b1e4,13493669286505553244,1444.0,2048.0,image/jpeg,general,train,curated\train\5254340.png
5254339,ayame_iro_(toumei_dolce),6c4e35ffb066c7b9ce7a5f7a56c3f283,13561679688401210935,1748.0,2480.0,image/jpeg,general,train,curated\train\5254339.png
5254242,ayame_iro_(toumei_dolce),90f0c4e88b50fe9b70dcb4b462fdb89b,11295650133304111896,1443.0,2048.0,image/jpeg,general,train,curated\train\5254242.png
5254232,ayame_iro_(toumei_dolce),6399eaa1ebee81735f0198ef345ed70c,16509460243082880394,1748.0,1181.0,image/jpeg,general,train,curated\train\5254232.png
5309364,k_(nextstopplease),9470f29f15411791e0aa320658b17ccb,17699386821131423241,2048.0,1536.0,image/jpeg,general,train,curated\train\5309364.png
5265049,dreamscreep,0f8f8f5cabadb4b875dabcf9406a62fb,12435164022531469619,3457.0,3000.0,image/png,general,train,curated\train\5265049.png
5326116,himukai_yuuji,15bb03ec3ddf2fee8055e428923b1391,14295951902300468447,1469.0,2021.0,image/jpeg,general,train,curated\train\5326116.png
5318210,himukai_yuuji,eaa81f6aed946ea308cb78d90e6ea67a,10712647478093635960,1860.0,1370.0,image/jpeg,general,train,curated\train\5318210.png
5318209,himukai_yuuji,bb4ce08ed5da63713558af0f5361a504,17904238570847444656,1310.0,1606.0,image/jpeg,general,train,curated\train\5318209.png
5352006,tftf649e,91dcc950d4a6e50ade8d97204dc93d5f,14489828960099703256,947.0,543.0,image/jpeg,general,train,curated\train\5352006.png
5351984,tftf649e,b87c0f110a4cf4eec40b4de0b1fff23e,13850855226063938414,959.0,1024.0,image/jpeg,general,train,curated\train\5351984.png
5351979,tftf649e,adc1dd84ff1fbb0789acdaaf94686d98,9576755158808043160,1024.0,911.0,image/jpeg,general,train,curated\train\5351979.png
5339037,tftf649e,3465d4f2e91ab7b822a91a025dc4dc12,10055806600424749162,1024.0,560.0,image/jpeg,general,train,curated\train\5339037.png
5339032,tftf649e,cbc62da544b7bc4e400766f96482580c,12600464845815009390,999.0,849.0,image/jpeg,general,train,curated\train\5339032.png
5338959,tftf649e,d0a46e311f55b6651919c47ed201dcf9,16379224716961473369,772.0,1024.0,image/jpeg,general,train,curated\train\5338959.png
5334438,tftf649e,165735124e0c20f13c1f5a7fd013a106,15346903622018874720,2400.0,2078.0,image/jpeg,general,train,curated\train\5334438.png
5271525,tftf649e,eea8ed8aeea67fb07d9db523c5bba40e,16616258105499838660,1306.0,1000.0,image/jpeg,general,train,curated\train\5271525.png
5264074,tftf649e,ba141f71a0541b3d8ab31ae665a0eaf6,13590955598602593177,908.0,1129.0,image/jpeg,general,train,curated\train\5264074.png
5300962,itatatata,bbd841f581ad16e1a081c11f1e93bdc6,17486855204109991170,2000.0,1500.0,image/jpeg,general,train,curated\train\5300962.png
5260485,teti,68efa6ed45618c47e7dc93a1be991b16,10261725199487058869,521.0,737.0,image/jpeg,general,train,curated\train\5260485.png
5260484,teti,6e24f458b401f3ca6762ca2f877b21ad,12203927292609530633,2920.0,4096.0,image/jpeg,general,train,curated\train\5260484.png
5325843,mattsuu,fae0faaf6ea0eb82a237b8f9d68a5d20,12588881346531413068,2589.0,2519.0,image/png,general,train,curated\train\5325843.png
5325753,mattsuu,a18c84acd8d720634354cfb86a6fdd1e,11862031482846354278,1653.0,1913.0,image/png,general,train,curated\train\5325753.png
5288739,mochigome_(ununquadium),08a06496b433123efd9aeeb1b966a086,12117136427267368398,2048.0,1365.0,image/jpeg,general,train,curated\train\5288739.png
5273249,mochigome_(ununquadium),fd55406f26131701f7c6614d1dbff2ea,13033498055124497127,1000.0,1600.0,image/jpeg,general,train,curated\train\5273249.png
5252628,mochigome_(ununquadium),37ca4813a4043b457d74e54826767a93,14780475931367617459,1000.0,1515.0,image/jpeg,general,train,curated\train\5252628.png
5351282,mgong520,64a23478eea7dd0e1d2ec29451bc28af,16853505374247740039,676.0,1024.0,image/jpeg,general,train,curated\train\5351282.png
5351227,mgong520,ffbc769d21e70c36b757619c09f4d982,13817551880516535012,774.0,1024.0,image/jpeg,general,train,curated\train\5351227.png
5309200,mgong520,d1ba7aa50d8492e7f3082d23bb19f367,13430102357363114295,2730.0,4096.0,image/jpeg,general,train,curated\train\5309200.png
5300312,mgong520,cf4552becaec1f2edfc69634e3170e55,16940497782907935408,2611.0,3848.0,image/jpeg,general,train,curated\train\5300312.png
5300280,mgong520,b936052b3ea4a24abf4bc6218e5acec0,12007696422482261859,4698.0,2409.0,image/jpeg,general,train,curated\train\5300280.png
5256736,mgong520,e782e4e5e3fd6c2cd33d74d4050609e3,13710144415920344067,1501.0,1664.0,image/jpeg,general,train,curated\train\5256736.png
5256734,mgong520,e9462beaf93fc940a48787050ed0051a,14429313772940478360,1046.0,1439.0,image/jpeg,general,train,curated\train\5256734.png
5277655,kunjuan_shala,dba7f298735109cf509ee9ef022df3b7,15645549680698586078,2480.0,2480.0,image/jpeg,general,train,curated\train\5277655.png
5327418,hizuki_reiya,33122f690c74267892872034f21c14a1,12817608935375001997,515.0,728.0,image/jpeg,general,train,curated\train\5327418.png
5350166,m_(226mmy),c569291659080dfcc0be335822ab30ea,16610894162901906333,744.0,790.0,image/jpeg,general,train,curated\train\5350166.png
5345375,m_(226mmy),91efafed8e48d06bfc67d199338f240f,17132988321306865005,1108.0,967.0,image/jpeg,general,train,curated\train\5345375.png
5322939,m_(226mmy),5853093c4d3e4ec19c02a5a9b21fdeb0,12552607693800158822,810.0,1080.0,image/jpeg,general,train,curated\train\5322939.png
5300524,m_(226mmy),a5f7f264ec4172ec95f8876ef1915a21,16840531644341388366,810.0,646.0,image/jpeg,general,train,curated\train\5300524.png
5300442,m_(226mmy),781566ffb32403a6c6e05ff7d85f7b50,17574328442686628254,1041.0,1135.0,image/jpeg,general,train,curated\train\5300442.png
5300232,m_(226mmy),ac4174363fab20c6b0447df7702f8e07,13673146377362441065,1080.0,810.0,image/jpeg,general,train,curated\train\5300232.png
5270385,m_(226mmy),1d79efa33badbf8bf48ae119f60ce8bb,12733588522843803004,1042.0,784.0,image/jpeg,general,train,curated\train\5270385.png
5270288,m_(226mmy),4fe58828bca1e9b87119122ca8f60a0e,12955955847850898220,1034.0,726.0,image/jpeg,general,train,curated\train\5270288.png
5270286,m_(226mmy),5aa1da028a4d8a6360a838e8a3ee596f,12884179724494529340,820.0,615.0,image/jpeg,general,train,curated\train\5270286.png
5257097,m_(226mmy),068055c09ece8c51e7e357254e8ff6de,12955954741215743433,917.0,907.0,image/jpeg,general,train,curated\train\5257097.png
5252612,m_(226mmy),0fb561699c1afee759d311bfdb526efa,13025196890843300713,880.0,880.0,image/jpeg,general,train,curated\train\5252612.png
5250885,m_(226mmy),404664949d153ebffe351992c0ff81c4,17560541334370017419,899.0,1055.0,image/jpeg,general,train,curated\train\5250885.png
5235374,m_(226mmy),0bf8fd1bea5d0e6da5b1a6857abeae2b,11304852108993331214,764.0,576.0,image/jpeg,general,train,curated\train\5235374.png
5235372,m_(226mmy),13e674322c7fb4110174c54f2b9cb2f6,12883900452832043977,804.0,603.0,image/jpeg,general,train,curated\train\5235372.png
5275665,nitoya_00630a,2d3e569a14209c07eda2c08b29cffe05,12885049993970683405,668.0,629.0,image/jpeg,general,train,curated\train\5275665.png
5267003,nitoya_00630a,fa8898b804ecf1a236089f2eb303e3f8,13603551165110207261,677.0,666.0,image/jpeg,general,train,curated\train\5267003.png
5324623,brick_st,de8b3d58ac96f4aaf6afc0eb1e2ab751,14131851089724584933,3160.0,3080.0,image/jpeg,general,train,curated\train\5324623.png
5243705,brick_st,5d6fbfe92d7467c8343a864cc3cbeb3a,13595258480208914673,1948.0,2300.0,image/jpeg,general,train,curated\train\5243705.png
5264099,shiwasu_horio,6046916920c13e9bf30bb04aa03249eb,16903462709962807395,1500.0,2098.0,image/jpeg,general,train,curated\train\5264099.png
5341544,morita_(pixiv31883607),ae5ff6c8eb18a691e312fe111ec8927a,12453216244500558683,1562.0,2002.0,image/jpeg,general,train,curated\train\5341544.png
5236167,mokoppe,bfb8bb8c5e427a8f187356d6cc61932e,16107140239524242277,699.0,983.0,image/jpeg,general,train,curated\train\5236167.png
5305621,izupix,b02a49ecd921df94acdcfc4e39050cf7,13740923707032388806,1000.0,1000.0,image/jpeg,general,train,curated\train\5305621.png
5344157,shiromanta,2200269443748ad2791d4dc661c38d3b,10144535816525112926,1179.0,1134.0,image/jpeg,general,train,curated\train\5344157.png
5244191,laytons-gal,9f2ef011f76f60c352cf20fc38d3e630,16686897212518193737,900.0,800.0,image/png,safe,train,curated\train\5244191.png
5244190,laytons-gal,62498edca470a259d8db87cad5c43891,11191273516456767250,600.0,600.0,image/png,safe,train,curated\train\5244190.png
5244188,laytons-gal,4a15a40c21a05fabf30f473ff4cfbb6e,10864205381206328103,1000.0,1000.0,image/png,safe,train,curated\train\5244188.png
5244187,laytons-gal,7be20b0c7160cec2fddaeb39ec458d93,18313943513995780863,1000.0,600.0,image/png,safe,train,curated\train\5244187.png
5244186,laytons-gal,abd637eca9dadbc9330bcdc785919a77,13814198338939687491,1280.0,1724.0,image/png,safe,train,curated\train\5244186.png
5337690,shimotsuki_eight,d64bc7093f5ba8fddd9527bd0855bc88,12882901012040895897,752.0,1080.0,image/png,general,train,curated\train\5337690.png
5330560,shimotsuki_eight,fb398ed6064ee9975b1121afc6cf78da,18412061705576697893,1920.0,1080.0,image/png,general,train,curated\train\5330560.png
5330540,shimotsuki_eight,c6608412e54fb330acb96f4de7a8d7f4,13600079468525242249,756.0,1080.0,image/png,general,train,curated\train\5330540.png
5330484,shimotsuki_eight,e0b4942e68e10e2c065b6cf5fa578298,16999952061537816900,1920.0,1080.0,image/png,general,train,curated\train\5330484.png
5249404,pokey,68279165a32310a413a48f41642a13e3,17549782646372091314,1400.0,913.0,image/jpeg,general,train,curated\train\5249404.png
5322207,sakino_shingetsu,2cd7a398b654d043b853140fa5987f5b,17092575979581119096,1024.0,1024.0,image/jpeg,general,train,curated\train\5322207.png
5277376,orca_(artist),802222501a2ea707cfafbfaf53f018ff,15820196478979892498,1200.0,1600.0,image/jpeg,general,train,curated\train\5277376.png
5239729,tsunenorip,d657b39fbcbf1fbeb35d512065b518ad,13392424096089204492,2689.0,4093.0,image/jpeg,general,train,curated\train\5239729.png
5358030,rchella,5d6ef73653abd93c70907a0c9c6f1e4d,12583599394759910580,1450.0,2048.0,image/jpeg,general,train,curated\train\5358030.png
5239798,rchella,266725bc7f5f42c0b069feed9cc258e7,14325890781205359088,1434.0,2048.0,image/jpeg,general,train,curated\train\5239798.png
5239155,rchella,e09f3ed52687dd4a35bc9b9c58eef24c,14837296902428498238,1434.0,2048.0,image/jpeg,general,train,curated\train\5239155.png
5268003,kaneaki_mukku,6df567306516d44242dbd3d3a9dd3163,13242333562238154531,1726.0,1141.0,image/jpeg,general,train,curated\train\5268003.png
5247580,shamal_(ny_earth),ae63a752a42426826c487932339c9f5e,17048730860381983686,1600.0,2547.0,image/jpeg,general,train,curated\train\5247580.png
5339791,kicdon,fa23c4945e18b511cf2589f44c049e4f,15861908455490905311,1000.0,1125.0,image/jpeg,general,train,curated\train\5339791.png
5289010,kicdon,cc6fcdbf6673eae1d7688ab53f190783,14305606824194522162,1244.0,850.0,image/jpeg,general,train,curated\train\5289010.png
5289008,kicdon,85d1da1dd1b122f34e3bf04b4e340aa7,9714786087075302161,1168.0,838.0,image/jpeg,general,train,curated\train\5289008.png
5275485,kicdon,bd8499bc4d4f655e1b939baa9dee990d,14353428722314208839,1000.0,1125.0,image/jpeg,general,train,curated\train\5275485.png
5259277,kicdon,3762e7fd07d1ae0859a855bbe2252a2b,17155716096942804111,1000.0,1125.0,image/jpeg,general,train,curated\train\5259277.png
5254301,kicdon,ddb7a95b922a600c671b881fa98ad750,16961434187402555954,1000.0,1400.0,image/jpeg,general,train,curated\train\5254301.png
5242597,kicdon,2051515674123a9ef3ba37c1ef2b6fa4,17061491523991004890,752.0,980.0,image/jpeg,general,train,curated\train\5242597.png
5240443,kicdon,06adb2952a24bca960dff36f9d805edf,11399666721522420088,2163.0,1400.0,image/jpeg,general,train,curated\train\5240443.png
5303700,goldenpenhd,7f3f6a9e91efae4a86ab8c94baaf56ed,15278002544664148457,1200.0,1400.0,image/jpeg,general,train,curated\train\5303700.png
5297081,goldenpenhd,8afa110cf17c16175d6d664e3f2f2d29,17061096376480595302,1235.0,1367.0,image/jpeg,general,train,curated\train\5297081.png
5239939,mate_bakairo,e766456ed250f7ea89fad18dbd8d056b,14693065895574098612,3634.0,4096.0,image/jpeg,general,train,curated\train\5239939.png
5262630,tsubaki_(tatajd),38748f13d9eaf0852fb85d12827161e5,13595477986179061912,1481.0,2048.0,image/jpeg,general,train,curated\train\5262630.png
5346069,satou_karume,438d143cc1f92329060daced53779d59,10608446512389954408,1297.0,893.0,image/jpeg,general,train,curated\train\5346069.png
5343987,satou_karume,2c86eff99f85dce3bbe476abcc55eab6,11212104786695233841,848.0,1200.0,image/jpeg,general,train,curated\train\5343987.png
5343979,satou_karume,7bbe51ca7879c0336ddb72bcb65ddbdf,12998356317749124465,672.0,1194.0,image/jpeg,general,train,curated\train\5343979.png
5337140,satou_karume,1ba103bf69a378cd7a4f2353a1e8935b,15269774724222459104,768.0,1024.0,image/jpeg,general,train,curated\train\5337140.png
5336978,satou_karume,7e8c313128d2ea48081fd5116bafc608,13604461755334705863,1245.0,1263.0,image/jpeg,general,train,curated\train\5336978.png
5296792,nomio,5b650c8c48940d7f64c8e2145dc7ab93,16925857310245071148,2549.0,2946.0,image/jpeg,general,train,curated\train\5296792.png
5256733,rioshi,37587c75a3406d81fa28ce49cede38a1,16971449905659276871,882.0,1463.0,image/jpeg,general,train,curated\train\5256733.png
5312002,ruebird,38326ed8ace3e620853b496325f0f3ba,12389608306526830288,568.0,640.0,image/png,general,train,curated\train\5312002.png
5294697,ruebird,328db6a8165759a3a0df73d82dead5f0,13600572702328499085,1283.0,1629.0,image/jpeg,general,train,curated\train\5294697.png
5331340,azuki_(az_my),c4804d6cd5ce8106cad1a1605e2eb3d7,17963832411107198874,2000.0,3217.0,image/png,general,train,curated\train\5331340.png
5264565,azuki_(az_my),1c88f01db99e0a5e609bc8b3d47671c4,13577283266007145571,1564.0,2048.0,image/jpeg,general,train,curated\train\5264565.png
5290603,zunusama,73dd199409cfd23c42ddb789665c6ccb,12436851789563615596,1420.0,2000.0,image/png,general,train,curated\train\5290603.png
5290601,zunusama,60f6b74b238caad68c5e370d3ce56690,13295031404344012022,1577.0,1899.0,image/png,general,train,curated\train\5290601.png
5289936,zunusama,6ea2ecfaa597cb9ddd926fb9bb9be028,16053488104044403869,2048.0,2048.0,image/png,general,train,curated\train\5289936.png
5289933,zunusama,7791f41bde5dcf965063b4f00ef9cbc3,16772961797455474876,2048.0,2048.0,image/png,general,train,curated\train\5289933.png
5289930,zunusama,f8812947e838b9e8c5764b340c204df6,17333448185585375582,2048.0,2048.0,image/png,general,train,curated\train\5289930.png
5289929,zunusama,5cc63f869ad4012537d6cc17347412e7,13423809648812918411,1878.0,2014.0,image/png,general,train,curated\train\5289929.png
5289927,zunusama,f47338d98e3207d9bc6c290144968442,16991121054759553340,1623.0,1784.0,image/png,general,train,curated\train\5289927.png
5289926,zunusama,7cc0842b8dba5d953146778ec23bdad9,13601210432966352013,1802.0,2048.0,image/png,general,train,curated\train\5289926.png
5289925,zunusama,15daa65531423d8ce2a3d63e6d95451f,13424864492790975283,1921.0,1937.0,image/png,general,train,curated\train\5289925.png
5289924,zunusama,3ad3bdc2412ddfc1bd956cd7c77c2e3b,12811777437185569170,1736.0,1839.0,image/png,general,train,curated\train\5289924.png
5289921,zunusama,52a5621c19265adcb8ddb1a1450662e8,17271453034296095179,1851.0,2048.0,image/png,general,train,curated\train\5289921.png
5289920,zunusama,8b218eeb5856b8017ad1250c2684e210,17554102894822902857,2048.0,2048.0,image/png,general,train,curated\train\5289920.png
5289918,zunusama,7e68bbcb957c998504a88b54abb5613c,13603037105583782404,1514.0,1521.0,image/png,general,train,curated\train\5289918.png
5289917,zunusama,58195154e3845307f5c3bb88b73ecb96,18044661080720183447,1669.0,2007.0,image/png,general,train,curated\train\5289917.png
5289913,zunusama,3fada2303f3b3d04b678879b539961b7,14848943274755666150,1859.0,2048.0,image/png,general,train,curated\train\5289913.png
5289912,zunusama,802563f134f0f06cf3ceedb56103f45c,12288551751266782062,1464.0,1243.0,image/png,general,train,curated\train\5289912.png
5289911,zunusama,e1bf12a429d6068822abdabe586b85e1,12883835037631540335,2092.0,1977.0,image/png,general,train,curated\train\5289911.png
5289907,zunusama,2cd4b15803aab22fe783789035fd9f5b,16954791323336859220,2048.0,1917.0,image/png,general,train,curated\train\5289907.png
